QUESTION_ID,TOPIC,SUBTOPIC,mock_appearance,bluebook_appearance,QUESTION_PROMPT
55df0275,INFO_IDEAS,Command of Evidence,,,"Ablation Rates for Three Elements in Cosmic Dust, by Dust Source Element SPC AST HTC OCC iron 20% 28% 90% 98% potassium 44% 74% 97% 100% sodium 45% 75% 99% 100% EarthÃ¢â‚¬â„¢s atmosphere is bombarded by cosmic dust originating from several sources: short-period comets (SPCs), particles from the asteroid belt (ASTs), Halley-type comets (HTCs), and Oort cloud comets (OCCs). Some of the dustÃ¢â‚¬â„¢s material vaporizes in the atmosphere in a process called ablation, and the faster the particles move, the higher the rate of ablation. Astrophysicist Juan Diego Carrillo-SÃƒÂ¡nchez led a team that calculated average ablation rates for elements in the dust (such as iron and potassium) and showed that material in slower-moving SPC or AST dust has a lower rate than the same material in faster-moving HTC or OCC dust. For example, whereas the average ablation rate for iron from AST dust is 28%, the average rate for ______Ã‚ Which choice most effectively uses data from the table to complete the example?"
56315bd0,ENGLISH_CONV,"Form, Structure, and Sense",,,"Solarpunk is an art movement that imagines renewable energyÃ¢â‚¬â€œpowered technology infused complementarily into nature. In Paolo BacigalupiÃ¢â‚¬â„¢s solarpunk short story Ã¢â‚¬Å“Efficiency,Ã¢â‚¬Â an artificial intelligence that absorbs sustainable energies, redistributing them through intricate networks of weights and generators, ______ ChicagoÃ¢â‚¬â„¢s energy grid. Which choice completes the text so that it conforms to the conventions of Standard English?"
5632ffb4,INFO_IDEAS,Inferences,,BB9 UPPER,"In a study of the cognitive abilities of white-faced capuchin monkeys (Cebus imitator), researchers neglected to control for the physical difficulty of the tasks they used to evaluate the monkeys. The cognitive abilities of monkeys given problems requiring little dexterity, such as sliding a panel to retrieve food, were judged by the same criteria as were those of monkeys given physically demanding problems, such as unscrewing a bottle and inserting a straw. The results of the study, therefore, ______ Which choice most logically completes the text?"
56770dda,ENGLISH_CONV,"Form, Structure, and Sense",,BB8 LOWER,"In his 1963 exhibition Exposition of MusicÃ¢â‚¬â€Electronic Television, Korean American artist Nam June Paik showed how television images could be manipulated to express an artistÃ¢â‚¬â„¢s perspective. Today, Paik ______ considered the first video artist. Which choice completes the text so that it conforms to the conventions of Standard English?"
56b000d0,EXPRESSIONS,Rhetorical Syntesis,,BB9 UPPER,"While researching a topic, a student has taken the following notes: The factors that affect clutch size (the number of eggs laid at one time) have been well studied in birds but not in lizards. A team led by Shai Meiri of Tel Aviv University investigated which factors influence lizard clutch size. MeiriÃ¢â‚¬â„¢s team obtained clutch-size and habitat data for over 3,900 lizard species and analyzed the data with statistical models. Larger clutch size was associated with environments in higher latitudes that have more seasonal change. Lizards in higher-latitude environments may lay larger clutches to take advantage of shorter windows of favorable conditions. The student wants to emphasize the aim of the research study. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
56cad44a,EXPRESSIONS,Rhetorical Syntesis,903D Lower,,"While researching a topic, a student has taken the following notes: Mexican tetras are a fish species with two distinct populations. Surface-dwelling tetras live on the surface and are able to see. Cave-dwelling tetras live in total darkness and have lost the ability to see. Cave-dwelling tetras have asymmetrical skulls with more sensory receptors on one side than the other. These receptors help cave-dwelling tetras navigate in darkness. The student wants to emphasize a difference between surface-dwelling and cave-dwelling tetras. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
56ec23a0,CRAFT,Text Structure & Purpose,,,"Hiroshi Senju is known worldwide for his paintings of waterfalls. These paintings are large and tend not to show the entire waterfall.Ã‚ Instead, Senju focuses on just the point where the falling water reaches the pool below, keeping the top of the waterfall out of view. While SenjuÃ¢â‚¬â„¢s paintings are rooted in art movements originating in the United States, the artist uses traditional Japanese techniques and materials that make his work instantly recognizable. Which choice best describes the overall structure of the text?"
56f477fb,INFO_IDEAS,Command of Evidence,,,"Distribution of Ecosystem Services Affected by Invasive Species by Service Type Region (Overall) Provisioning (75%) Regulating (21%) Cultural (4%) West 73% 27% 0% North 88% 12% 0% South 79% 14% 7% East 83% 6% 11% Central 33% 67% 0% To assess the impact of invasive species on ecosystems in Africa, Benis N. Egoh and colleagues reviewed government reports from those nations about how invasive species are undermining ecosystem services (aspects of the ecosystem on which residents depend). The services were sorted into three categories: provisioning (material resources from the ecosystem), regulating (natural processes such as cleaning the air or water), and cultural (nonmaterial benefits of ecosystems). Egoh and her team assert that countries in each region reported effects on provisioning services and that provisioning services represent the majority of the reported services. Which choice best describes data from the table that support Egoh and colleaguesâ€™ assertion?"
570970cd,CRAFT,Text Structure & Purpose,,,"The following text is adapted from Indian Boyhood, a 1902 memoir by Ohiyesa (Charles"
570dd854,EXPRESSIONS,Rhetorical Syntesis,,,"While researching a topic, a student has taken the following notes: Here I Have Returned is a sculpture by Egyptian American artist Sherin Guirguis. It is a large, curved strip of wood inspired by the shape of a sistrum. A sistrum is a curved musical instrument played by ancient Egyptian priestesses in ceremonies. Guirguis says that the sculpture symbolizes Ã¢â‚¬Å“women who have lifted and supported Egyptian society and culture.Ã¢â‚¬Â Overall, Guirguis wants her works to Ã¢â‚¬Å“engage audiences in a dialogue about power, agency, and social transformation.Ã¢â‚¬Â The student wants to use a quotation from Guirguis to explain what the sculpture represents. Which choice most effectively uses relevant information from the notes to accomplish this goal?"
571cf537,CRAFT,Words in Context,,BB8 UPPER,"The authorÃ¢â‚¬â„¢s claim about the relationship between Neanderthals and Homo sapiens is ______, as it fails to account for several recent archaeological discoveries. To be convincing, his argument would need to address recent finds of additional hominid fossils, such as the latest Denisovan specimens and Homo longi. Which choice completes the text with the most logical and precise word or phrase?"
57303718,INFO_IDEAS,Command of Evidence,,BB5 MEDIUM,"Ã¢â‚¬Å“Looking Back on GirlhoodÃ¢â‚¬Â is an 1892 short story by Sarah Orne Jewett. In the story, the narrator explains that she prefers her hometown to other places she has visited: ______ Which quotation from Ã¢â‚¬Å“Looking Back on GirlhoodÃ¢â‚¬Â most effectively illustrates this claim?"
